id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN1038,Lakeside Retreat,Los Angeles,15,Standard,18000,"Business Center, Parking, Bar, Wi-Fi",Bed & Breakfast,Vegan,False,3929,338,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN1039,Lakeside Retreat,Prague,65,Premium,20000,"Parking, Business Center, Pet-friendly, Bar, Free Breakfast, Spa",Bed & Breakfast,Non Veg,False,3422,250,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN1040,City Lights Inn,Mexico City,259,Standard,16000,"Fitness Center, Free Breakfast, Business Center, Bar, Room Service",Bed & Breakfast,Jain,False,3402,964,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,12:00
JPN1041,Golden Bay Resort,Toronto,196,Standard,15000,"Parking, Free Breakfast, Fitness Center, Onsen, Restaurant, Bar",Half Board,Vegan,False,3390,485,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN1042,Pine Hill Haven,Kuala Lumpur,78,Standard,12000,"Fitness Center, Restaurant, Pet-friendly, Spa, Wi-Fi",All-Inclusive,Both,True,4504,892,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,12:00
JPN1043,City Lights Inn,Bangkok,264,Budget,5000,"Spa, Onsen, Fitness Center",Room Only,,False,2999,278,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,10:00
JPN1044,Sunset Boulevard Hotel,Stockholm,38,Luxury,34000,"Wi-Fi, Onsen, Restaurant, Business Center, Parking",All-Inclusive,Both,False,3218,803,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,11:00
JPN1045,Palm Grove Resort,Beijing,276,Standard,14000,"Wi-Fi, Business Center, Free Breakfast, Room Service, Pet-friendly",Full Board,Vegan,True,3946,663,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,12:00
JPN1046,Forest Glade Resort,Amsterdam,10,Budget,9000,"Wi-Fi, Parking, Spa",Full Board,Veg,True,4836,236,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN1047,Metropolitan Grand,Moscow,153,Standard,12000,"Spa, Fitness Center, Parking",Half Board,Jain,True,26,706,1,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,12:00
JPN1048,Central Plaza Suites,Moscow,28,Budget,12000,"Fitness Center, Room Service, Pet-friendly, Business Center, Onsen, Bar",Bed & Breakfast,Vegan,False,3711,508,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,11:00
JPN1049,Sunset Boulevard Hotel,Singapore,61,Premium,23000,"Free Breakfast, Pet-friendly, Fitness Center, Wi-Fi",Bed & Breakfast,Both,True,627,970,2,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,11:00
JPN1050,Seaside Serenity Resort,Cairo,176,Standard,19000,"Parking, Restaurant, Free Breakfast, Business Center",Bed & Breakfast,Both,True,2227,501,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN1051,The Heritage Palace,London,281,Budget,8000,"Pet-friendly, Wi-Fi, Restaurant, Business Center, Spa",Full Board,Jain,False,2848,898,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN1052,The Heritage Palace,Paris,27,Premium,28000,"Business Center, Bar, Wi-Fi, Restaurant, Free Breakfast",Half Board,Jain,True,358,292,3,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN1053,Forest Glade Resort,Brussels,146,Budget,12000,"Fitness Center, Onsen, Parking, Bar, Pet-friendly, Room Service",Full Board,Non veg without Beef,False,1770,868,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN1054,Seaside Serenity Resort,Dubai,265,Standard,17000,"Restaurant, Business Center, Pet-friendly, Fitness Center, Room Service, Onsen",Half Board,Non veg without Beef,True,3498,923,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,10:00
JPN1055,Skyline Towers,Paris,122,Standard,12000,"Wi-Fi, Business Center, Pet-friendly",Half Board,Non Veg,True,4034,733,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,10:00
JPN1056,Vista Veranda,Rome,138,Premium,20000,"Parking, Room Service, Fitness Center, Spa, Business Center, Restaurant",All-Inclusive,Jain,True,1437,148,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,10:00
JPN1057,Golden Bay Resort,Paris,26,Budget,7000,"Parking, Room Service, Bar, Pet-friendly, Spa, Business Center",Bed & Breakfast,Both,True,3173,982,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN1058,Lakeside Retreat,Paris,111,Standard,19000,"Pet-friendly, Onsen, Free Breakfast, Bar",Room Only,,True,2552,964,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
JPN1059,Seaside Serenity Resort,Marrakech,134,Standard,14000,"Bar, Onsen, Spa",Bed & Breakfast,Jain,True,2711,100,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,10:00
JPN1060,Seaside Serenity Resort,Lisbon,121,Premium,22000,"Pet-friendly, Parking, Fitness Center, Restaurant, Business Center",Half Board,Non Veg,True,2871,297,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,11:00
JPN1061,Central Plaza Suites,Hong Kong,274,Budget,6000,"Restaurant, Business Center, Pet-friendly, Fitness Center, Room Service, Wi-Fi",All-Inclusive,Non Veg,False,335,166,4,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN1062,Ocean Pearl Inn,Los Angeles,250,Budget,9000,"Business Center, Spa, Wi-Fi, Room Service, Restaurant",Half Board,Jain,False,3697,926,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,12:00
JPN1063,Sunset Boulevard Hotel,Cape Town,274,Premium,28000,"Room Service, Business Center, Wi-Fi",Room Only,,True,626,316,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,10:00
JPN1064,Palm Grove Resort,Shanghai,19,Premium,23000,"Pet-friendly, Onsen, Parking, Restaurant",Half Board,Non veg without Beef,False,4451,950,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN1065,Vista Veranda,Vienna,220,Budget,8000,"Spa, Free Breakfast, Room Service, Business Center, Wi-Fi",Bed & Breakfast,Both,True,3241,275,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,11:00
JPN1066,Ocean Pearl Inn,Los Angeles,168,Standard,12000,"Spa, Restaurant, Wi-Fi",Half Board,Both,True,1149,733,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,10:00
JPN1067,Golden Bay Resort,Tokyo,202,Premium,24000,"Business Center, Free Breakfast, Restaurant, Room Service, Parking, Onsen",Room Only,,True,2498,777,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN1068,Golden Bay Resort,Budapest,287,Luxury,56000,"Restaurant, Pet-friendly, Wi-Fi, Fitness Center, Parking, Onsen",All-Inclusive,Veg,False,576,834,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN1069,City Lights Inn,Vienna,277,Standard,17000,"Restaurant, Business Center, Free Breakfast",Half Board,Jain,False,1162,425,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,12:00
JPN1070,Hilltop Luxury Inn,Zurich,295,Budget,8000,"Free Breakfast, Restaurant, Pet-friendly",Half Board,Non Veg,True,2069,775,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN1071,Central Plaza Suites,Warsaw,207,Luxury,43000,"Wi-Fi, Restaurant, Spa",Full Board,Non Veg,False,1498,785,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,11:00
JPN1072,Royal Garden Hotel,Warsaw,27,Budget,12000,"Wi-Fi, Room Service, Fitness Center, Restaurant",Full Board,Non Veg,False,1341,399,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN1073,Forest Glade Resort,Cape Town,295,Luxury,59000,"Spa, Fitness Center, Free Breakfast, Parking",All-Inclusive,Vegan,True,3108,243,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN1074,Mountain View Lodge,Madrid,71,Budget,6000,"Spa, Business Center, Fitness Center",All-Inclusive,Jain,True,1166,979,3,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,10:00
JPN1075,Skyline Towers,Dubai,36,Budget,6000,"Bar, Pet-friendly, Restaurant, Free Breakfast",Bed & Breakfast,Veg,True,255,996,2,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN1076,The Grand Palace,Zurich,172,Budget,6000,"Pet-friendly, Parking, Restaurant, Room Service, Wi-Fi, Business Center",Room Only,,True,4299,924,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,11:00
JPN1077,Central Plaza Suites,Cape Town,197,Standard,12000,"Onsen, Fitness Center, Parking",Half Board,Both,True,2681,375,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,12:00
JPN1078,The Heritage Palace,Lisbon,239,Standard,17000,"Room Service, Business Center, Free Breakfast",Room Only,,False,4630,102,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,11:00
JPN1079,Central Plaza Suites,Dublin,120,Luxury,58000,"Pet-friendly, Restaurant, Bar, Free Breakfast",Full Board,Veg,True,1576,284,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN1080,Forest Glade Resort,Madrid,139,Standard,20000,"Fitness Center, Bar, Onsen, Restaurant, Wi-Fi",Half Board,Non veg without Beef,True,1215,12,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,11:00
JPN1081,The Grand Palace,London,276,Standard,20000,"Parking, Room Service, Fitness Center, Business Center, Pet-friendly",Bed & Breakfast,Non veg without Beef,True,4558,142,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN1082,Mountain View Lodge,New York,94,Luxury,56000,"Onsen, Restaurant, Room Service, Parking",Half Board,Jain,False,1659,261,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN1083,Mountain View Lodge,Singapore,35,Standard,16000,"Bar, Restaurant, Room Service, Pet-friendly, Onsen",Room Only,,True,3218,146,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN1084,Urban Oasis Hotel,Los Angeles,269,Standard,14000,"Parking, Restaurant, Business Center, Fitness Center, Room Service",Room Only,,False,2130,612,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,10:00
JPN1085,Palm Grove Resort,Prague,227,Standard,19000,"Parking, Room Service, Spa, Business Center, Wi-Fi, Bar",All-Inclusive,Vegan,False,276,885,2,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,12:00
JPN1086,Sunset Boulevard Hotel,Madrid,57,Budget,9000,"Pet-friendly, Business Center, Parking",All-Inclusive,Veg,False,2036,22,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,10:00
JPN1087,The Heritage Palace,Berlin,237,Budget,5000,"Pet-friendly, Parking, Room Service, Business Center, Spa",Bed & Breakfast,Veg,False,562,152,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN1088,Golden Bay Resort,San Francisco,82,Standard,16000,"Fitness Center, Business Center, Free Breakfast, Parking, Room Service",All-Inclusive,Vegan,True,3869,438,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,12:00
JPN1089,Azure Coast Retreat,Budapest,7,Standard,17000,"Restaurant, Business Center, Parking",All-Inclusive,Non Veg,False,1081,376,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,11:00
JPN1090,Vista Veranda,Singapore,231,Standard,13000,"Business Center, Free Breakfast, Fitness Center, Onsen, Pet-friendly",All-Inclusive,Both,True,2469,870,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,11:00
JPN1091,The Grand Palace,Stockholm,241,Budget,6000,"Business Center, Spa, Room Service, Parking, Onsen",Full Board,Vegan,True,3323,196,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,12:00
JPN1092,Seaside Serenity Resort,Stockholm,243,Budget,5000,"Wi-Fi, Restaurant, Room Service, Bar, Pet-friendly",Room Only,,True,4866,2,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,12:00
JPN1093,The Grand Palace,Edinburgh,145,Budget,12000,"Wi-Fi, Pet-friendly, Free Breakfast, Parking, Room Service",All-Inclusive,Vegan,True,4971,153,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,12:00
JPN1094,City Lights Inn,Moscow,56,Luxury,35000,"Onsen, Spa, Wi-Fi",Room Only,,True,4338,827,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN1095,Seaside Serenity Resort,Barcelona,160,Luxury,56000,"Spa, Pet-friendly, Wi-Fi, Business Center, Onsen, Fitness Center",All-Inclusive,Vegan,True,1593,246,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,11:00
JPN1096,Metropolitan Grand,Brussels,192,Luxury,51000,"Parking, Business Center, Onsen, Pet-friendly",Room Only,,False,4989,546,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,12:00
JPN1097,Pine Hill Haven,Paris,242,Luxury,58000,"Spa, Fitness Center, Wi-Fi, Pet-friendly, Business Center, Parking",Bed & Breakfast,Veg,False,4043,23,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,11:00
JPN1098,The Grand Palace,Lisbon,187,Budget,8000,"Fitness Center, Bar, Spa, Free Breakfast, Business Center, Room Service",Full Board,Non veg without Beef,True,4087,172,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,10:00
JPN1099,Metropolitan Grand,Dublin,17,Budget,6000,"Wi-Fi, Business Center, Spa, Free Breakfast, Parking",All-Inclusive,Non veg without Beef,True,1011,896,3,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN1100,Skyline Towers,Toronto,18,Standard,15000,"Room Service, Business Center, Wi-Fi, Bar",All-Inclusive,Both,False,4914,327,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,11:00
JPN1101,The Heritage Palace,Warsaw,252,Standard,18000,"Free Breakfast, Room Service, Business Center",Room Only,,False,3695,951,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN1102,Hilltop Luxury Inn,Dublin,76,Standard,13000,"Wi-Fi, Onsen, Room Service, Free Breakfast, Bar, Fitness Center",Bed & Breakfast,Vegan,True,1626,852,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,12:00
JPN1103,Forest Glade Resort,Tokyo,164,Budget,11000,"Wi-Fi, Bar, Room Service, Free Breakfast",Half Board,Non veg without Beef,False,1636,80,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,11:00
JPN1104,Metropolitan Grand,Budapest,273,Standard,14000,"Onsen, Business Center, Wi-Fi, Fitness Center, Pet-friendly, Restaurant",Full Board,Vegan,True,210,646,2,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN1105,Seaside Serenity Resort,Los Angeles,41,Budget,10000,"Spa, Pet-friendly, Free Breakfast, Restaurant",Room Only,,False,1588,515,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,11:00
JPN1106,Ocean Pearl Inn,Hong Kong,166,Premium,28000,"Room Service, Parking, Fitness Center",Full Board,Non veg without Beef,True,1050,532,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,10:00
